,file_name,caption
10,106.jpg,"The upper right part of the white pill has a chipped defect, irregularly fan-shaped in shape and gray in color; the lower right part has a chipped defect, irregular in shape and gray in color; the lower left part has a foreign object defect, elongated in shape and gray in color; the upper left part has a scratch defect, elongated in shape and gray in color.
The upper right part of the white pill has a chipped defect, irregularly fan-shaped in shape and gray in color; the lower right part has a chipped defect, irregular in shape and gray in color; the lower left part has a foreign object defect, elongated in shape and gray in color; the upper left part has a scratch defect, elongated in shape and gray in color."
11,107.jpg,"The upper right part of the white pill has a scratch defect, elongated in shape and gray in color.
The upper right part of the white pill has a scratch defect, elongated in shape and gray in color."
12,108.jpg,"The left side of the white pill has a large foreign object defect, irregular in shape and gray in color.
The left side of the white pill has a large foreign object defect, irregular in shape and gray in color."
13,109.jpg,"The right side of the white pill has a scratch defect, elongated in shape and gray in color; the lower right part has a chipped defect, elongated in shape and gray in color.
The right side of the white pill has a scratch defect, elongated in shape and gray in color; the lower right part has a chipped defect, elongated in shape and gray in color."
14,110.jpg,"The lower right part of the white pill has a scratch defect, elongated in shape and gray in color; the right side has a chipped defect, irregular in shape and gray in color; the lower right part has a chipped defect, irregular in shape and gray in color.
The lower right part of the white pill has a scratch defect, elongated in shape and gray in color; the right side has a chipped defect, irregular in shape and gray in color; the lower right part has a chipped defect, irregular in shape and gray in color."
15,111.jpg,"The lower half of the white pill has a scratch defect, elongated in shape and gray in color; the lower right part has a foreign object defect, irregular in shape and gray in color; the upper left part has a chipped defect, elongated in shape and gray in color.
The lower half of the white pill has a scratch defect, elongated in shape and gray in color; the lower right part has a foreign object defect, irregular in shape and gray in color; the upper left part has a chipped defect, elongated in shape and gray in color."
16,112.jpg,"The lower right part of the white pill has a chipped defect, elongated in shape and gray in color; the lower half has a scratch defect, elongated in shape and gray in color.
The lower right part of the white pill has a chipped defect, elongated in shape and gray in color; the lower half has a scratch defect, elongated in shape and gray in color."
17,113.jpg,"The upper left part of the white pill has a chipped defect, irregular in shape and gray in color; the lower right part has a chipped defect, elongated in shape and gray in color; the right side has a scratch defect, irregularly elongated in shape and gray in color; the right side has a chipped defect, irregular in shape and gray in color.
The upper left part of the white pill has a chipped defect, irregular in shape and gray in color; the lower right part has a chipped defect, elongated in shape and gray in color; the right side has a scratch defect, irregularly elongated in shape and gray in color; the right side has a chipped defect, irregular in shape and gray in color."
18,114.jpg,"The lower right part of the white pill has a chipped defect, irregularly fan-shaped in shape and black in color; the lower right part has a foreign object defect, irregular in shape and white in color, with a quantity of 2; the lower right corner has a scratch defect, elongated in shape, gray in color, with a quantity of 2; the right side has a scratch defect, elongated in shape, gray in color, with a quantity of 3.
The lower right part of the white pill has a chipped defect, irregularly fan-shaped in shape and black in color; the lower right part has a foreign object defect, irregular in shape and white in color, with a quantity of 2; the lower right corner has a scratch defect, elongated in shape, gray in color, with a quantity of 2; the right side has a scratch defect, elongated in shape, gray in color, with a quantity of 3."
19,115.jpg,"The upper half of the white pill has a scratch defect, irregular in shape and gray in color; the lower right part has a chipped defect, irregular in shape and gray in color; the lower left part has a chipped defect, irregular in shape and gray in color.
The upper half of the white pill has a scratch defect, irregular in shape and gray in color; the lower right part has a chipped defect, irregular in shape and gray in color; the lower left part has a chipped defect, irregular in shape and gray in color."
