,file_name,caption
10,047.jpg,"The lower left part of the white pill has a foreign object defect, shaped irregularly, colored gray. The lower half of the white pill has a discoloration defect, shaped irregularly, colored black. The upper left part of the white pill has a discoloration spot defect, shaped as a circle, colored black. The middle part of the white pill has a discoloration defect, shaped irregularly, colored gray. The upper right part of the white pill has a discoloration defect, shaped irregularly, colored gray.
The lower left part of the white pill has a foreign object defect, shaped irregularly, colored gray. The lower half of the white pill has a discoloration defect, shaped irregularly, colored black. The upper left part of the white pill has a discoloration spot defect, shaped as a circle, colored black. The middle part of the white pill has a discoloration defect, shaped irregularly, colored gray. The upper right part of the white pill has a discoloration defect, shaped irregularly, colored gray."
11,048.jpg,"The lower left part of the white pill has a large chip defect, irregular in shape and gray in color; and the lower right part has a chip defect, irregular in shape and gray in color.
The lower left part of the white pill has a large chip defect, irregular in shape and gray in color; and the lower right part has a chip defect, irregular in shape and gray in color."
12,049.jpg,"The upper right part of the white pill has a foreign object defect, shaped irregularly, colored gray. The upper right part of the white pill has a bump defect, shaped as a fan, colored gray.
The upper right part of the white pill has a foreign object defect, shaped irregularly, colored gray. The upper right part of the white pill has a bump defect, shaped as a fan, colored gray."
13,050.jpg,"The upper right part of the white pill has a bump defect, shaped as a large irregular block, colored gray. The lower right part of the white pill has a bump defect, shaped irregularly, colored gray.
The upper right part of the white pill has a bump defect, shaped as a large irregular block, colored gray. The lower right part of the white pill has a bump defect, shaped irregularly, colored gray."
14,051.jpg,"The lower half of the white pill has a foreign object defect, shaped irregularly, colored gray.
The lower half of the white pill has a foreign object defect, shaped irregularly, colored gray."
15,052.jpg,"The left side of the white pill has a foreign object defect, shaped as an irregular triangle, colored gray. The upper right part of the white pill has a bump defect, shaped as a fan, colored gray. The lower right part of the white pill has a bump defect, shaped as a fan, colored gray.
The left side of the white pill has a foreign object defect, shaped as an irregular triangle, colored gray. The upper right part of the white pill has a bump defect, shaped as a fan, colored gray. The lower right part of the white pill has a bump defect, shaped as a fan, colored gray."
16,053.jpg,"The lower right part of the white pill has a foreign object defect, shaped as a large irregular block, colored gray.
The lower right part of the white pill has a foreign object defect, shaped as a large irregular block, colored gray."
17,054.jpg,"The upper right part of the white pill has a foreign object defect, shaped irregularly, colored gray. The right side of the white pill has a bump defect, shaped as a long irregular form, colored gray. The lower right part of the white pill has a bump defect, shaped irregularly, colored gray.
The upper right part of the white pill has a foreign object defect, shaped irregularly, colored gray. The right side of the white pill has a bump defect, shaped as a long irregular form, colored gray. The lower right part of the white pill has a bump defect, shaped irregularly, colored gray."
18,055.jpg,"The lower left part of the white pill has a foreign object defect, shaped irregularly, colored gray.
The lower left part of the white pill has a foreign object defect, shaped irregularly, colored gray."
19,056.jpg,"The lower right part of the white pill has a foreign object defect, shaped irregularly, colored gray.
The lower right part of the white pill has a foreign object defect, shaped irregularly, colored gray."
